Player,player_id,team,date,home,opponent,win,team_pts,opp_pts,minutes,fgmade,fgatt,made3,att3,made1,att1,offrb,defrb,totrb,assist,steal,block,turnover,fouls,points,efficiency,,
Seimone Augustus,7,MIN,620,1,WAS,1,75,65,26,9,14,1,1,0,0,0,2,2,2,1,0,0,2,19,19,,
Seimone Augustus,7,MIN,622,1,IND,1,83,77,31,6,11,1,2,3,3,0,0,0,3,0,0,2,1,16,12,,
Seimone Augustus,7,MIN,627,0,SEA,0,71,81,35,2,10,1,2,0,0,0,4,4,2,2,0,0,0,5,5,,
Seimone Augustus,7,MIN,725,1,SAN,1,88,78,34,8,13,0,1,1,2,1,3,4,6,0,0,1,0,17,20,,
Seimone Augustus,7,MIN,727,0,CON,1,76,65,26,5,11,1,1,2,2,0,3,3,2,2,0,2,2,13,12,,
Seimone Augustus,7,MIN,731,1,PHO,1,75,67,32,8,22,0,2,3,4,1,7,8,2,0,1,4,1,19,11,,
Seimone Augustus,7,MIN,802,0,TUL,1,84,75,31,9,16,2,2,2,2,0,5,5,4,1,0,1,0,22,24,,
Seimone Augustus,7,MIN,805,0,IND,1,66,64,30,9,12,0,0,0,0,1,4,5,1,0,0,2,2,18,19,,
Seimone Augustus,7,MIN,807,1,CHI,1,74,64,29,3,10,0,1,3,4,1,3,4,5,0,0,1,0,9,9,,
Seimone Augustus,7,MIN,809,0,PHO,0,80,82,33,6,14,1,2,5,6,1,3,4,2,0,0,1,2,18,14,,
Seimone Augustus,7,MIN,812,1,LAS,0,63,71,29,3,10,0,1,2,2,1,3,4,3,0,0,3,0,8,5,,
Seimone Augustus,7,MIN,816,1,TUL,1,80,63,26,6,10,0,0,2,2,1,5,6,2,0,0,0,1,14,18,,
Nneka Ogwumike,8,LAS,516,0,SEA,1,80,69,9,2,3,0,0,0,0,1,2,3,0,0,0,1,0,4,5,,
Nneka Ogwumike,8,LAS,525,1,SAN,1,83,62,22,5,7,0,1,1,2,3,6,9,1,0,0,3,3,11,15,,
Nneka Ogwumike,8,LAS,601,0,WAS,0,84,92,39,7,18,0,1,2,2,4,8,12,1,4,0,1,5,16,21,,
Nneka Ogwumike,8,LAS,603,0,ATL,0,85,93,34,7,14,0,0,5,8,4,8,12,1,2,0,2,2,19,22,,
Nneka Ogwumike,8,LAS,606,0,CHI,1,102,88,16,6,11,0,0,6,6,4,2,6,0,3,2,0,4,18,24,,
Nneka Ogwumike,8,LAS,608,1,MIN,0,72,85,21,4,8,0,0,2,2,3,0,3,0,2,0,3,5,10,8,,
Nneka Ogwumike,8,LAS,613,0,TUL,0,67,69,25,6,11,0,0,5,8,4,7,11,2,0,2,5,4,17,19,,
Nneka Ogwumike,8,LAS,614,0,SAN,0,74,101,16,2,5,0,0,3,4,1,3,4,0,0,1,2,4,7,6,,
Nneka Ogwumike,8,LAS,617,1,MIN,0,77,94,25,3,10,0,1,7,8,6,2,8,2,0,0,2,3,13,13,,
Nneka Ogwumike,8,LAS,619,1,TUL,1,87,77,16,1,3,0,0,0,0,1,1,2,0,2,0,1,3,2,3,,
Nneka Ogwumike,8,LAS,622,1,SAN,0,69,72,33,10,15,0,0,4,6,3,8,11,3,2,0,2,3,24,31,,
Nneka Ogwumike,8,LAS,624,1,SEA,1,65,57,29,7,13,0,0,6,6,3,8,11,1,1,1,1,2,20,27,,
Nneka Ogwumike,8,LAS,628,0,TUL,1,92,89,37,10,14,0,0,2,2,2,5,7,1,1,1,2,6,22,26,,
Nneka Ogwumike,8,LAS,701,1,CHI,0,83,90,35,11,17,2,2,2,2,0,6,6,3,6,0,2,4,26,33,,
Nneka Ogwumike,8,LAS,703,0,SEA,1,70,56,29,10,16,0,0,1,1,0,5,5,1,1,0,2,0,21,20,,
Nneka Ogwumike,8,LAS,706,1,PHO,0,89,94,35,6,15,0,0,2,2,3,4,7,2,5,0,1,4,14,18,,
Nneka Ogwumike,8,LAS,708,0,MIN,0,72,83,27,4,6,0,0,2,2,6,8,14,0,1,2,2,3,10,23,,
Nneka Ogwumike,8,LAS,711,0,NYL,1,68,54,29,6,12,0,0,3,4,3,6,9,3,3,0,2,3,15,21,,
Nneka Ogwumike,8,LAS,713,0,CON,1,90,64,29,8,13,0,0,8,8,2,5,7,1,2,1,0,1,24,30,,
Nneka Ogwumike,8,LAS,715,0,IND,1,86,78,11,1,3,0,0,0,0,0,2,2,0,1,0,2,1,2,1,,
Nneka Ogwumike,8,LAS,717,1,WAS,0,75,79,22,4,10,0,0,3,4,0,1,1,1,3,1,3,1,11,7,,
Nneka Ogwumike,8,LAS,723,1,NYL,0,64,66,37,7,18,0,0,9,9,0,6,6,2,0,0,1,3,23,19,,
Nneka Ogwumike,8,LAS,724,1,PHO,0,73,93,32,10,18,0,0,3,3,3,5,8,2,1,0,2,2,23,24,,
Nneka Ogwumike,8,LAS,726,0,SEA,1,77,69,26,8,14,1,1,5,6,1,5,6,1,4,2,3,5,22,25,,
Nneka Ogwumike,8,LAS,728,1,IND,1,77,73,37,8,21,0,0,5,5,3,5,8,2,2,1,3,4,21,18,,
Nneka Ogwumike,8,LAS,729,0,PHO,0,69,90,32,9,17,0,0,0,0,1,8,9,1,0,1,0,2,18,21,,
Nneka Ogwumike,8,LAS,803,1,CON,1,70,69,36,4,9,0,0,9,10,1,9,10,3,2,0,2,4,17,24,,
Nneka Ogwumike,8,LAS,805,1,TUL,0,90,96,38,12,18,0,2,11,11,1,4,5,1,0,0,4,3,35,31,,
Nneka Ogwumike,8,LAS,808,1,ATL,1,80,77,37,6,12,0,0,2,2,1,11,12,8,3,0,1,2,14,30,,
Nneka Ogwumike,8,LAS,810,0,SAN,0,76,82,29,9,16,0,1,0,0,0,3,3,3,0,0,2,5,18,15,,
Nneka Ogwumike,8,LAS,812,0,MIN,1,71,63,21,3,6,0,1,0,0,1,5,6,0,3,1,1,0,6,12,,
Nneka Ogwumike,8,LAS,815,1,SEA,1,77,65,29,5,10,0,0,1,2,1,4,5,1,3,0,8,2,11,6,,
Nneka Ogwumike,8,LAS,816,0,PHO,0,69,76,15,3,9,0,0,1,1,0,6,6,2,1,0,2,0,7,8,,
Odyssey Sims,9,TUL,517,0,SAN,0,76,80,22,1,11,0,1,4,6,1,2,3,1,2,0,2,1,6,-2,,
Odyssey Sims,9,TUL,523,1,MIN,0,93,94,31,5,8,2,3,1,1,0,0,0,6,2,0,3,2,13,15,,
Odyssey Sims,9,TUL,528,0,SAN,0,79,82,35,6,14,3,5,1,2,2,4,6,6,2,1,2,0,16,20,,
Odyssey Sims,9,TUL,530,0,PHO,0,78,100,10,0,0,0,0,0,0,0,1,1,0,0,0,2,2,0,-1,,
Odyssey Sims,9,TUL,601,0,SEA,0,60,62,27,3,7,1,4,0,0,1,2,3,6,1,0,2,1,7,11,,
Odyssey Sims,9,TUL,606,1,PHO,1,94,78,35,8,21,1,7,4,4,2,1,3,2,0,0,3,3,21,10,,
Odyssey Sims,9,TUL,610,1,NYL,1,72,57,35,3,11,0,3,4,6,0,4,4,3,1,1,0,3,10,9,,
Odyssey Sims,9,TUL,613,1,LAS,1,69,67,37,3,19,0,5,3,3,2,1,3,6,3,1,0,3,9,6,,
Odyssey Sims,9,TUL,615,1,SEA,1,85,79,36,4,16,2,7,5,6,0,4,4,6,2,0,2,2,15,12,,
Odyssey Sims,9,TUL,619,0,LAS,0,77,87,30,5,13,0,0,3,3,0,0,0,3,5,0,3,3,13,10,,
Odyssey Sims,9,TUL,620,0,PHO,0,80,91,34,3,13,0,2,3,4,2,1,3,1,1,1,0,2,9,4,,
Odyssey Sims,9,TUL,622,0,CHI,1,105,99,41,7,15,2,2,2,3,1,2,3,9,0,0,1,3,18,20,,
Odyssey Sims,9,TUL,625,0,IND,1,107,102,42,8,16,2,4,2,2,1,4,5,3,2,1,2,3,20,21,,
Odyssey Sims,9,TUL,628,1,LAS,0,89,92,40,5,15,0,5,7,8,1,3,4,10,1,1,4,4,17,18,,
Odyssey Sims,9,TUL,629,1,PHO,0,77,80,34,4,13,2,4,6,6,0,1,1,4,2,0,2,5,16,12,,
Odyssey Sims,9,TUL,701,0,NYL,0,74,90,34,5,14,1,4,0,1,1,0,1,3,1,0,2,4,11,4,,
Odyssey Sims,9,TUL,703,0,CON,1,96,83,34,11,17,2,4,6,6,1,1,2,5,1,0,4,2,30,28,,
Odyssey Sims,9,TUL,705,1,CON,0,76,78,36,4,13,0,3,6,6,0,1,1,2,0,0,2,2,14,6,,
Odyssey Sims,9,TUL,708,1,IND,0,76,78,33,2,8,0,3,4,6,0,1,1,4,2,0,3,2,8,4,,
Odyssey Sims,9,TUL,710,1,MIN,0,85,91,37,6,17,1,5,4,4,0,0,0,7,2,0,1,2,17,14,,
Odyssey Sims,9,TUL,712,1,WAS,0,74,91,27,3,10,1,2,0,0,1,1,2,6,0,0,1,5,7,7,,
Odyssey Sims,9,TUL,716,0,MIN,0,82,93,37,5,14,1,3,5,5,0,1,1,2,1,2,2,2,16,11,,
Odyssey Sims,9,TUL,717,1,SAN,1,95,90,37,4,11,1,3,6,6,1,2,3,2,2,0,1,2,15,14,,
Odyssey Sims,9,TUL,722,0,SAN,0,93,95,40,15,20,2,3,7,8,0,3,3,4,1,1,0,3,39,42,,
Odyssey Sims,9,TUL,725,0,WAS,0,77,82,36,6,17,1,2,1,2,1,6,7,5,0,0,4,2,14,10,,
Odyssey Sims,9,TUL,727,1,CHI,1,79,69,37,7,13,2,4,8,10,1,5,6,8,1,0,1,3,24,30,,
Odyssey Sims,9,TUL,729,1,SEA,1,80,74,38,8,12,2,3,3,4,0,3,3,3,2,0,1,4,21,23,,
Odyssey Sims,9,TUL,731,1,ATL,0,75,85,37,8,21,2,6,4,4,1,0,1,1,2,0,6,5,22,7,,
Odyssey Sims,9,TUL,802,1,MIN,0,75,84,36,9,21,4,7,3,6,0,2,2,4,3,0,3,2,25,16,,
Odyssey Sims,9,TUL,805,0,LAS,1,96,90,37,11,19,2,6,6,7,1,4,5,7,1,0,1,2,30,33,,
Odyssey Sims,9,TUL,808,1,SAN,1,79,62,38,9,16,3,6,1,1,0,2,2,4,0,0,1,0,22,20,,
Odyssey Sims,9,TUL,810,0,SEA,0,68,74,37,4,12,1,5,1,2,2,2,4,4,1,0,5,2,10,5,,
Odyssey Sims,9,TUL,815,0,ATL,0,76,92,35,8,21,1,3,6,7,3,2,5,4,0,0,3,2,23,15,,
Odyssey Sims,9,TUL,816,0,MIN,0,63,80,35,11,27,5,12,4,4,2,2,4,1,0,1,2,4,31,19,,
Brittney Griner,10,PHO,517,1,SEA,1,81,64,24,8,9,0,0,3,3,2,2,4,1,0,5,4,3,19,24,,
Brittney Griner,10,PHO,518,0,LAS,1,74,69,28,6,12,0,0,1,2,4,6,10,2,1,4,2,5,13,21,,
Brittney Griner,10,PHO,523,1,SAN,0,74,78,28,6,7,0,0,0,1,2,7,9,3,0,4,4,5,12,22,,
Brittney Griner,10,PHO,530,1,TUL,1,100,78,24,2,8,0,0,10,12,3,2,5,1,2,4,4,3,14,14,,
Brittney Griner,10,PHO,603,1,SEA,1,87,72,33,8,11,0,0,3,4,1,7,8,4,1,2,0,2,19,30,,
Brittney Griner,10,PHO,606,0,TUL,0,78,94,28,3,8,0,0,3,4,3,4,7,0,0,3,1,4,9,12,,
Brittney Griner,10,PHO,607,0,SAN,1,91,79,41,6,8,0,0,4,4,1,17,18,1,0,2,1,5,16,34,,
Brittney Griner,10,PHO,610,0,WAS,1,81,66,33,9,15,0,0,2,2,1,6,7,1,1,1,2,0,20,22,,
Brittney Griner,10,PHO,612,0,CON,0,95,96,31,8,17,0,0,2,2,2,4,6,3,1,3,1,4,18,21,,
Brittney Griner,10,PHO,615,0,MIN,1,80,72,29,6,12,0,0,2,4,2,5,7,2,0,4,2,3,14,17,,
Brittney Griner,10,PHO,618,1,MIN,1,92,79,34,11,15,0,0,5,5,5,13,18,2,0,2,2,4,27,43,,
Brittney Griner,10,PHO,620,1,TUL,1,91,80,32,12,15,0,0,4,4,2,2,4,1,2,6,3,5,28,35,,
Brittney Griner,10,PHO,627,0,IND,1,81,76,30,1,6,0,0,2,2,1,5,6,0,1,6,1,3,4,11,,
Brittney Griner,10,PHO,629,0,TUL,1,80,77,35,7,13,0,0,7,8,1,7,8,0,1,11,3,5,21,31,,
Brittney Griner,10,PHO,702,1,CHI,1,87,69,29,2,7,0,0,0,2,2,9,11,0,0,5,0,4,4,13,,
Brittney Griner,10,PHO,706,0,LAS,1,94,89,30,7,10,0,0,1,1,2,2,4,1,0,4,2,4,15,19,,
Brittney Griner,10,PHO,709,1,SEA,1,78,58,28,5,10,0,0,3,3,0,8,8,5,0,2,1,2,13,22,,
Brittney Griner,10,PHO,711,0,CHI,1,72,66,33,4,10,0,0,3,5,4,6,10,1,0,6,1,3,11,19,,
Brittney Griner,10,PHO,713,1,SAN,1,90,61,23,3,7,0,0,4,4,1,5,6,2,1,1,1,1,10,15,,
Brittney Griner,10,PHO,715,1,WAS,1,90,78,34,6,13,0,0,4,6,4,4,8,1,0,2,0,2,16,18,,
Brittney Griner,10,PHO,717,1,CON,1,101,85,30,10,14,0,0,1,2,1,4,5,3,1,3,2,3,21,26,,
Brittney Griner,10,PHO,722,0,SEA,1,89,71,32,8,12,0,0,1,1,0,7,7,3,1,5,1,1,17,28,,
Brittney Griner,10,PHO,724,0,LAS,1,93,73,30,8,9,0,0,2,4,2,6,8,2,0,3,0,5,18,28,,
Brittney Griner,10,PHO,726,1,NYL,1,78,63,32,9,13,0,0,0,1,0,8,8,1,0,6,3,4,18,25,,
Brittney Griner,10,PHO,729,1,LAS,1,90,69,27,5,11,0,0,4,4,4,3,7,2,1,3,3,3,14,18,,
Brittney Griner,10,PHO,731,0,MIN,0,67,75,37,7,9,0,0,4,5,0,5,5,3,1,4,2,4,18,26,,
Brittney Griner,10,PHO,802,1,IND,1,79,69,34,7,15,0,0,3,4,2,4,6,2,1,2,2,1,17,17,,
Brittney Griner,10,PHO,805,1,ATL,1,75,67,34,6,11,0,0,2,3,2,7,9,0,0,9,5,3,14,21,,
Brittney Griner,10,PHO,807,0,SAN,1,78,73,37,6,14,0,0,0,0,1,7,8,3,2,5,0,5,12,22,,
Brittney Griner,10,PHO,809,1,MIN,1,82,80,37,7,11,0,0,5,5,4,7,11,3,0,2,2,2,19,29,,
Brittney Griner,10,PHO,812,0,NYL,1,76,64,34,7,12,0,0,0,0,0,11,11,2,0,3,3,3,14,22,,
Brittney Griner,10,PHO,813,0,ATL,0,82,96,22,3,7,0,0,3,3,0,5,5,0,2,3,2,4,9,13,,
Brittney Griner,10,PHO,816,1,LAS,1,76,69,23,8,13,0,0,3,3,1,6,7,1,0,2,0,2,19,24,,
Brittney Griner,10,PHO,817,0,SEA,1,78,65,29,8,15,0,0,2,3,2,8,10,0,2,2,5,2,18,19,,
Chiney Ogwumike,11,CON,516,1,NYL,0,54,75,32,5,12,0,0,3,4,3,2,5,0,1,1,0,3,13,12,,
Chiney Ogwumike,11,CON,518,0,MIN,0,87,90,40,11,18,0,0,3,6,4,6,10,0,4,3,2,4,25,30,,
Chiney Ogwumike,11,CON,521,0,CHI,0,68,78,31,8,17,0,0,2,2,1,7,8,0,0,2,2,3,18,17,,
Chiney Ogwumike,11,CON,523,1,SEA,1,71,59,28,7,12,0,0,4,6,4,3,7,1,2,0,4,5,18,17,,
Chiney Ogwumike,11,CON,529,0,IND,0,65,79,31,8,17,0,0,2,6,8,7,15,1,0,2,1,4,18,22,,
Chiney Ogwumike,11,CON,530,0,CHI,0,82,101,31,3,10,0,0,5,6,4,6,10,0,0,3,3,5,11,13,,
Chiney Ogwumike,11,CON,601,1,ATL,1,85,76,31,7,11,0,0,4,6,4,6,10,2,1,1,0,3,18,26,,
Chiney Ogwumike,11,CON,605,1,WAS,0,66,74,35,8,17,0,0,0,3,6,3,9,1,1,0,2,5,16,13,,
Chiney Ogwumike,11,CON,607,1,IND,1,88,71,18,2,3,0,0,8,12,1,1,2,1,2,0,4,4,12,8,,
Chiney Ogwumike,11,CON,612,1,PHO,1,96,95,30,4,9,0,0,5,6,6,4,10,2,0,0,2,4,13,17,,
Chiney Ogwumike,11,CON,613,0,NYL,1,83,75,32,7,10,0,0,6,6,2,5,7,0,2,3,2,3,20,27,,
Chiney Ogwumike,11,CON,617,1,IND,1,89,67,21,7,8,0,0,4,4,1,3,4,0,0,1,4,3,18,18,,
Chiney Ogwumike,11,CON,625,1,CHI,1,79,69,29,4,9,0,0,4,6,5,4,9,0,0,2,0,2,12,16,,
Chiney Ogwumike,11,CON,627,0,WAS,0,63,69,30,4,6,0,0,2,2,1,4,5,0,0,1,1,3,10,13,,
Chiney Ogwumike,11,CON,629,0,NYL,0,65,67,35,8,14,0,0,6,7,8,9,17,0,1,1,3,3,22,31,,
Chiney Ogwumike,11,CON,701,1,SAN,0,71,74,26,3,5,0,0,0,0,0,5,5,1,2,0,4,2,6,8,,
Chiney Ogwumike,11,CON,703,1,TUL,0,83,96,32,4,14,0,0,2,2,7,3,10,0,0,3,1,4,10,12,,
Chiney Ogwumike,11,CON,705,0,TUL,1,78,76,27,5,11,0,0,6,7,2,4,6,0,2,2,1,5,16,18,,
Chiney Ogwumike,11,CON,708,0,ATL,0,71,83,32,9,17,0,0,1,3,7,5,12,1,2,1,2,4,19,23,,
Chiney Ogwumike,11,CON,710,0,IND,0,68,72,25,4,8,0,0,3,4,2,6,8,1,0,1,3,4,11,13,,
Chiney Ogwumike,11,CON,713,1,LAS,0,64,90,32,9,14,0,0,0,0,6,0,6,0,2,0,1,4,18,20,,
Chiney Ogwumike,11,CON,715,0,SEA,1,86,63,23,6,8,0,0,2,4,4,6,10,1,0,0,2,4,14,19,,
Chiney Ogwumike,11,CON,717,0,PHO,0,85,101,27,7,12,0,0,0,0,5,5,10,2,2,1,2,3,14,22,,
Chiney Ogwumike,11,CON,723,0,WAS,0,75,89,31,8,14,0,0,2,2,7,3,10,3,1,2,2,3,18,26,,
Chiney Ogwumike,11,CON,727,1,MIN,0,65,76,28,5,10,0,0,1,1,2,2,4,0,1,0,0,4,11,11,,
Chiney Ogwumike,11,CON,729,0,ATL,0,80,89,34,6,15,0,0,4,6,3,3,6,0,3,1,3,3,16,12,,
Chiney Ogwumike,11,CON,801,0,SAN,1,89,79,33,11,13,0,0,2,2,2,10,12,1,0,3,3,2,24,35,,
Chiney Ogwumike,11,CON,803,0,LAS,0,69,70,37,11,19,0,0,1,2,6,7,13,0,3,1,2,4,23,29,,
Chiney Ogwumike,11,CON,810,1,WAS,1,89,81,27,4,9,0,0,1,3,3,6,9,1,0,1,1,4,9,12,,
Chiney Ogwumike,11,CON,815,1,WAS,0,67,71,31,4,11,0,0,5,8,4,4,8,0,3,0,0,5,13,14,,
Chiney Ogwumike,11,CON,817,1,ATL,1,84,55,22,7,13,0,0,0,1,5,2,7,1,1,1,2,4,14,15,,
Epiphany Prince,12,CHI,607,0,ATL,0,59,97,9,2,4,0,0,3,3,0,0,0,0,0,0,0,0,7,5,,
Epiphany Prince,12,CHI,610,1,SEA,0,76,80,29,7,13,2,3,2,2,3,2,5,6,2,0,2,3,18,23,,
Epiphany Prince,12,CHI,613,0,WAS,0,68,79,29,6,13,2,3,3,4,1,5,6,4,3,1,5,3,17,18,,
Epiphany Prince,12,CHI,618,1,NYL,1,105,100,38,8,17,3,6,11,11,0,1,1,7,6,2,2,3,30,35,,
Epiphany Prince,12,CHI,620,1,IND,0,75,83,33,8,16,0,3,2,5,0,2,2,3,2,0,2,3,18,12,,
Epiphany Prince,12,CHI,622,1,TUL,0,99,105,35,8,18,0,4,8,8,1,1,2,8,2,0,1,2,24,25,,
Epiphany Prince,12,CHI,625,0,CON,0,69,79,29,4,11,1,5,0,0,1,3,4,3,1,1,2,1,9,9,,
Epiphany Prince,12,CHI,627,0,NYL,1,73,69,37,9,17,5,7,7,7,0,2,2,5,5,1,2,3,30,33,,
Epiphany Prince,12,CHI,701,0,LAS,1,90,83,33,3,10,1,3,8,9,0,2,2,4,2,0,3,3,15,12,,
Epiphany Prince,12,CHI,702,0,PHO,0,69,87,24,4,11,3,8,0,0,1,1,2,4,1,0,0,2,11,11,,
Epiphany Prince,12,CHI,705,0,SEA,0,73,80,39,6,13,4,7,0,0,1,1,2,3,0,0,0,2,16,14,,
Epiphany Prince,12,CHI,709,1,WAS,0,65,72,38,3,12,1,7,7,7,2,3,5,4,3,0,4,2,14,13,,
Epiphany Prince,12,CHI,711,1,PHO,0,66,72,36,1,14,0,4,3,3,0,1,1,3,2,0,0,1,5,-2,,
Epiphany Prince,12,CHI,713,0,ATL,0,79,81,19,1,5,0,0,4,5,0,1,1,1,2,0,2,5,6,3,,
Epiphany Prince,12,CHI,717,0,IND,0,64,82,29,4,13,1,4,0,0,1,3,4,2,0,0,1,1,9,5,,
Epiphany Prince,12,CHI,722,1,IND,1,60,57,39,4,12,1,5,4,4,0,2,2,0,3,0,1,1,13,9,,
Epiphany Prince,12,CHI,725,0,ATL,1,79,75,35,6,12,1,1,8,9,0,4,4,7,3,0,2,5,21,26,,
Epiphany Prince,12,CHI,727,0,TUL,0,69,79,37,6,21,0,4,2,3,1,4,5,3,1,0,3,3,14,4,,
Epiphany Prince,12,CHI,729,0,SAN,0,74,92,36,7,17,1,4,8,9,2,3,5,1,0,0,2,0,23,16,,
Epiphany Prince,12,CHI,731,1,NYL,1,87,74,33,1,6,0,1,9,10,0,2,2,7,3,0,0,2,11,17,,
Epiphany Prince,12,CHI,803,1,WAS,1,76,65,33,4,8,0,1,0,0,0,1,1,7,2,1,2,2,8,13,,
Epiphany Prince,12,CHI,805,0,CON,1,82,66,35,4,11,0,4,12,13,0,4,4,6,1,0,1,3,20,22,,
Epiphany Prince,12,CHI,807,0,MIN,0,64,74,33,7,17,3,6,1,4,0,5,5,4,1,1,0,5,18,16,,
Epiphany Prince,12,CHI,810,1,ATL,1,80,69,35,4,11,2,3,3,4,1,2,3,4,3,1,1,2,13,15,,
Epiphany Prince,12,CHI,813,0,WAS,1,72,69,35,4,13,0,2,2,2,1,3,4,0,0,1,5,2,10,1,,
Epiphany Prince,12,CHI,816,0,IND,0,67,71,32,2,6,1,3,6,7,0,3,3,4,1,2,2,3,11,14,,
Glory Johnson,13,TUL,517,0,SAN,0,76,80,32,3,6,0,0,9,12,1,4,5,2,0,0,3,2,15,13,,
Glory Johnson,13,TUL,523,1,MIN,0,93,94,35,4,7,0,0,3,4,2,7,9,1,1,0,2,3,11,16,,
Glory Johnson,13,TUL,528,0,SAN,0,79,82,27,7,10,0,0,4,4,1,3,4,2,2,0,6,4,18,17,,
Glory Johnson,13,TUL,530,0,PHO,0,78,100,28,2,7,0,0,3,4,1,7,8,1,3,1,3,2,7,11,,
Glory Johnson,13,TUL,601,0,SEA,0,60,62,33,8,15,0,0,5,6,2,7,9,0,0,0,6,4,21,16,,
Glory Johnson,13,TUL,606,1,PHO,1,94,78,30,7,11,0,0,2,4,4,8,12,3,1,1,1,4,16,26,,
Glory Johnson,13,TUL,610,1,NYL,1,72,57,33,2,14,0,0,4,4,3,6,9,3,2,0,2,4,8,8,,
Glory Johnson,13,TUL,613,1,LAS,1,69,67,33,3,12,0,1,5,6,2,7,9,0,0,0,1,3,11,9,,
Glory Johnson,13,TUL,615,1,SEA,1,85,79,35,5,10,0,0,2,2,6,7,13,5,0,0,1,3,12,24,,
Glory Johnson,13,TUL,619,0,LAS,0,77,87,31,9,12,0,0,4,6,6,4,10,3,1,1,4,4,22,28,,
Glory Johnson,13,TUL,620,0,PHO,0,80,91,36,9,15,0,0,2,2,7,4,11,1,1,0,0,1,20,27,,
Glory Johnson,13,TUL,622,0,CHI,1,105,99,40,8,14,0,0,6,7,3,7,10,2,1,0,3,4,22,25,,
Glory Johnson,13,TUL,625,0,IND,1,107,102,33,7,15,0,0,6,8,0,4,4,2,3,1,0,5,20,20,,
Glory Johnson,13,TUL,628,1,LAS,0,89,92,41,2,13,0,0,3,4,2,7,9,1,3,1,5,5,7,4,,
Glory Johnson,13,TUL,629,1,PHO,0,77,80,31,5,15,0,0,6,6,2,6,8,0,1,0,3,3,16,12,,
Glory Johnson,13,TUL,701,0,NYL,0,74,90,31,6,12,0,0,1,3,4,7,11,1,2,1,0,1,13,20,,
Glory Johnson,13,TUL,703,0,CON,1,96,83,27,5,15,0,0,4,7,4,7,11,0,3,0,4,3,14,11,,
Glory Johnson,13,TUL,705,1,CON,0,76,78,34,5,11,0,0,3,4,3,8,11,2,1,0,1,3,13,19,,
Glory Johnson,13,TUL,708,1,IND,0,76,78,30,3,9,0,0,2,5,6,3,9,0,0,0,2,3,8,6,,
Glory Johnson,13,TUL,710,1,MIN,0,85,91,34,7,15,0,1,3,3,1,11,12,0,1,0,3,5,17,19,,
Glory Johnson,13,TUL,712,1,WAS,0,74,91,29,6,10,0,0,8,13,4,7,11,2,3,0,2,2,20,25,,
Glory Johnson,13,TUL,716,0,MIN,0,82,93,32,7,14,0,0,2,4,3,7,10,1,1,0,6,1,16,13,,
Glory Johnson,13,TUL,717,1,SAN,1,95,90,31,3,11,0,0,9,10,1,9,10,2,0,0,2,4,15,16,,
Glory Johnson,13,TUL,722,0,SAN,0,93,95,32,5,15,0,0,0,0,3,7,10,1,0,0,3,3,10,8,,
Glory Johnson,13,TUL,725,0,WAS,0,77,82,31,5,14,0,0,5,6,4,5,9,1,2,2,1,5,15,18,,
Glory Johnson,13,TUL,727,1,CHI,1,79,69,37,5,10,0,0,5,8,5,6,11,0,2,0,2,2,15,18,,
Glory Johnson,13,TUL,729,1,SEA,1,80,74,36,6,12,0,0,7,9,2,11,13,1,1,1,7,4,19,20,,
Glory Johnson,13,TUL,731,1,ATL,0,75,85,36,5,12,0,0,4,4,4,5,9,2,1,0,1,4,14,18,,
Glory Johnson,13,TUL,802,1,MIN,0,75,84,35,6,9,0,0,5,5,2,8,10,1,3,2,1,2,17,29,,
Glory Johnson,13,TUL,805,0,LAS,1,96,90,36,8,13,0,0,2,2,3,6,9,0,2,1,4,2,18,21,,
Glory Johnson,13,TUL,808,1,SAN,1,79,62,38,3,10,0,1,8,10,1,11,12,4,2,0,4,4,14,19,,
Glory Johnson,13,TUL,810,0,SEA,0,68,74,31,6,11,0,0,3,6,2,4,6,1,2,1,2,6,15,15,,
Glory Johnson,13,TUL,815,0,ATL,0,76,92,11,1,6,0,0,4,5,1,0,1,1,0,0,2,2,6,0,,
Candice Dupree,14,PHO,517,1,SEA,1,81,64,25,1,6,0,0,0,0,0,5,5,2,0,1,2,1,2,3,,
Candice Dupree,14,PHO,518,0,LAS,1,74,69,33,7,10,0,0,4,4,2,3,5,0,1,0,3,3,18,18,,
Candice Dupree,14,PHO,523,1,SAN,0,74,78,33,4,10,0,0,1,2,1,5,6,0,0,0,1,2,9,7,,
Candice Dupree,14,PHO,530,1,TUL,1,100,78,20,2,7,0,0,4,4,0,2,2,5,0,1,2,2,8,9,,
Candice Dupree,14,PHO,603,1,SEA,1,87,72,32,9,12,0,0,1,1,1,7,8,4,0,2,0,1,19,30,,
Candice Dupree,14,PHO,606,0,TUL,0,78,94,27,3,6,0,0,3,4,1,2,3,1,1,2,3,4,9,9,,
Candice Dupree,14,PHO,607,0,SAN,1,91,79,44,12,19,0,0,2,2,2,7,9,5,1,2,3,1,26,33,,
Candice Dupree,14,PHO,610,0,WAS,1,81,66,31,6,14,0,0,6,6,0,9,9,1,0,1,1,1,18,20,,
Candice Dupree,14,PHO,612,0,CON,0,95,96,34,9,15,0,0,3,4,5,5,10,1,2,0,1,2,21,26,,
Candice Dupree,14,PHO,615,0,MIN,1,80,72,38,8,15,0,0,2,6,0,10,10,5,2,0,1,1,18,23,,
Candice Dupree,14,PHO,618,1,MIN,1,92,79,36,7,13,0,0,5,5,1,4,5,4,0,2,3,2,19,21,,
